Number,Date,End Time,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Volt,Max. Amp,Max. Time,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,Avg. KVA,Avg. PF,Avg. KVAR,Avg. Amp,KW Hours,Max. KW,Max. Time,Avg. KW,net(kW-H)-1,net(kW-H)-2,net(kW-H)-3,net(kW-H)-5,Net kW-H,Counts
,,,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,L3 Phase,L3 Phase,L3 Phase,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,3 Phase System Total,0,7.409,68.628,32.506,108.543,1060
15879,7/25/2016,18:05:00,123.229,12.17,18:04:37,6.16,0.046,0.776,18:04:37,0.547,1.042,0.83,0.569,123.229,12.17,18:04:37,6.16,0.046,0.776,18:04:37,0.547,1.042,0.83,0.569,123.229,12.17,18:04:37,6.16,0.046,0.776,18:04:37,0.547,1.042,0.83,0.569,6.16,0.046,0.776,18:04:37,0.547,0,0.008,0.07,0.046,0.124,1
15880,7/25/2016,18:10:00,123.227,12.16,18:06:55,6.15,0.046,0.645,18:06:55,0.547,1.041,0.83,0.57,123.227,12.16,18:06:55,6.15,0.046,0.645,18:06:55,0.547,1.041,0.83,0.57,123.227,12.16,18:06:55,6.15,0.046,0.645,18:06:55,0.547,1.041,0.83,0.57,6.15,0.046,0.645,18:06:55,0.547,0,0.008,0.07,0.046,0.124,1
15881,7/25/2016,18:15:00,123.236,12.2,18:14:28,6.64,0.044,0.647,18:14:28,0.523,1.088,0.85,0.555,123.236,12.2,18:14:28,6.64,0.044,0.647,18:14:28,0.523,1.088,0.85,0.555,123.236,12.2,18:14:28,6.64,0.044,0.647,18:14:28,0.523,1.088,0.85,0.555,6.64,0.044,0.647,18:14:28,0.523,0,0.005,0.075,0.044,0.124,1
15882,7/25/2016,18:20:00,123.138,12.22,18:17:25,6.52,0.044,0.644,18:17:25,0.529,1.075,0.85,0.557,123.138,12.22,18:17:25,6.52,0.044,0.644,18:17:25,0.529,1.075,0.85,0.557,123.138,12.22,18:17:25,6.52,0.044,0.644,18:17:25,0.529,1.075,0.85,0.557,6.52,0.044,0.644,18:17:25,0.529,0,0.006,0.074,0.044,0.124,1
15883,7/25/2016,18:25:00,123.146,12.27,18:21:05,6.62,0.043,0.641,18:21:05,0.519,1.083,0.85,0.554,123.146,12.27,18:21:05,6.62,0.043,0.641,18:21:05,0.519,1.083,0.85,0.554,123.146,12.27,18:21:05,6.62,0.043,0.641,18:21:05,0.519,1.083,0.85,0.554,6.62,0.043,0.641,18:21:05,0.519,0,0.005,0.075,0.043,0.123,1
15884,7/25/2016,18:30:00,123.269,12.21,18:27:09,6.57,0.044,0.761,18:27:09,0.527,1.081,0.85,0.556,123.269,12.21,18:27:09,6.57,0.044,0.761,18:27:09,0.527,1.081,0.85,0.556,123.269,12.21,18:27:09,6.57,0.044,0.761,18:27:09,0.527,1.081,0.85,0.556,6.57,0.044,0.761,18:27:09,0.527,0,0.005,0.074,0.044,0.123,1
15885,7/25/2016,18:35:00,123.373,12.21,18:32:46,6.6,0.044,1.224,18:32:46,0.526,1.085,0.85,0.558,123.373,12.21,18:32:46,6.6,0.044,1.224,18:32:46,0.526,1.085,0.85,0.558,123.373,12.21,18:32:46,6.6,0.044,1.224,18:32:46,0.526,1.085,0.85,0.558,6.6,0.044,1.224,18:32:46,0.526,0,0.005,0.075,0.044,0.124,1
15886,7/25/2016,18:40:00,123.368,12.22,18:38:24,6.67,0.043,1.129,18:38:24,0.52,1.092,0.85,0.555,123.368,12.22,18:38:24,6.67,0.043,1.129,18:38:24,0.52,1.092,0.85,0.555,123.368,12.22,18:38:24,6.67,0.043,1.129,18:38:24,0.52,1.092,0.85,0.555,6.67,0.043,1.129,18:38:24,0.52,0,0.005,0.076,0.043,0.124,1
15887,7/25/2016,18:45:00,123.61,12.23,18:43:58,6.08,0.046,0.832,18:43:58,0.557,1.039,0.82,0.576,123.61,12.23,18:43:58,6.08,0.046,0.832,18:43:58,0.557,1.039,0.82,0.576,123.61,12.23,18:43:58,6.08,0.046,0.832,18:43:58,0.557,1.039,0.82,0.576,6.08,0.046,0.832,18:43:58,0.557,0,0.009,0.07,0.046,0.125,1
15888,7/25/2016,18:50:00,123.566,12.23,18:46:04,5.85,0.047,0.645,18:46:04,0.57,1.015,0.81,0.583,123.566,12.23,18:46:04,5.85,0.047,0.645,18:46:04,0.57,1.015,0.81,0.583,123.566,12.23,18:46:04,5.85,0.047,0.645,18:46:04,0.57,1.015,0.81,0.583,5.85,0.047,0.645,18:46:04,0.57,0,0.011,0.067,0.047,0.125,1
15889,7/25/2016,18:55:00,123.367,12.21,18:54:41,6.31,0.045,0.647,18:54:41,0.544,1.059,0.84,0.566,123.367,12.21,18:54:41,6.31,0.045,0.647,18:54:41,0.544,1.059,0.84,0.566,123.367,12.21,18:54:41,6.31,0.045,0.647,18:54:41,0.544,1.059,0.84,0.566,6.31,0.045,0.647,18:54:41,0.544,0,0.007,0.072,0.045,0.124,1
15890,7/25/2016,19:00:00,123.615,12.21,18:56:51,6.22,0.046,0.651,18:56:51,0.553,1.052,0.83,0.572,123.615,12.21,18:56:51,6.22,0.046,0.651,18:56:51,0.553,1.052,0.83,0.572,123.615,12.21,18:56:51,6.22,0.046,0.651,18:56:51,0.553,1.052,0.83,0.572,6.22,0.046,0.651,18:56:51,0.553,0,0.008,0.071,0.046,0.125,1
15891,7/25/2016,19:05:00,123.839,12.28,19:04:53,6.77,0.043,0.649,19:04:53,0.521,1.107,0.86,0.558,123.839,12.28,19:04:53,6.77,0.043,0.649,19:04:53,0.521,1.107,0.86,0.558,123.839,12.28,19:04:53,6.77,0.043,0.649,19:04:53,0.521,1.107,0.86,0.558,6.77,0.043,0.649,19:04:53,0.521,0,0.004,0.077,0.043,0.124,1
15892,7/25/2016,19:10:00,123.619,12.25,19:05:40,6.92,0.043,0.649,19:05:40,0.511,1.119,0.86,0.551,123.619,12.25,19:05:40,6.92,0.043,0.649,19:05:40,0.511,1.119,0.86,0.551,123.619,12.25,19:05:40,6.92,0.043,0.649,19:05:40,0.511,1.119,0.86,0.551,6.92,0.043,0.649,19:05:40,0.511,0,0.003,0.078,0.043,0.124,1
15893,7/25/2016,19:15:00,123.746,12.25,19:10:07,6.88,0.043,0.653,19:10:07,0.517,1.118,0.86,0.553,123.746,12.25,19:10:07,6.88,0.043,0.653,19:10:07,0.517,1.118,0.86,0.553,123.746,12.25,19:10:07,6.88,0.043,0.653,19:10:07,0.517,1.118,0.86,0.553,6.88,0.043,0.653,19:10:07,0.517,0,0.003,0.078,0.043,0.124,1
15894,7/25/2016,19:20:00,123.81,12.25,19:15:04,6.76,0.043,0.649,19:15:04,0.52,1.106,0.86,0.558,123.81,12.25,19:15:04,6.76,0.043,0.649,19:15:04,0.52,1.106,0.86,0.558,123.81,12.25,19:15:04,6.76,0.043,0.649,19:15:04,0.52,1.106,0.86,0.558,6.76,0.043,0.649,19:15:04,0.52,0,0.004,0.077,0.043,0.124,1
15895,7/25/2016,19:25:00,123.839,12.29,19:22:50,6.82,0.043,0.648,19:22:50,0.517,1.112,0.86,0.557,123.839,12.29,19:22:50,6.82,0.043,0.648,19:22:50,0.517,1.112,0.86,0.557,123.839,12.29,19:22:50,6.82,0.043,0.648,19:22:50,0.517,1.112,0.86,0.557,6.82,0.043,0.648,19:22:50,0.517,0,0.004,0.077,0.043,0.124,1
15896,7/25/2016,19:30:00,124.059,12.31,19:25:57,6.09,0.047,0.652,19:25:57,0.561,1.045,0.82,0.582,124.059,12.31,19:25:57,6.09,0.047,0.652,19:25:57,0.561,1.045,0.82,0.582,124.059,12.31,19:25:57,6.09,0.047,0.652,19:25:57,0.561,1.045,0.82,0.582,6.09,0.047,0.652,19:25:57,0.561,0,0.009,0.07,0.047,0.126,1
15897,7/25/2016,19:35:00,124.161,12.3,19:32:20,5.79,0.048,0.653,19:32:20,0.581,1.018,0.8,0.592,124.161,12.3,19:32:20,5.79,0.048,0.653,19:32:20,0.581,1.018,0.8,0.592,124.161,12.3,19:32:20,5.79,0.048,0.653,19:32:20,0.581,1.018,0.8,0.592,5.79,0.048,0.653,19:32:20,0.581,0,0.012,0.067,0.048,0.127,1
15898,7/25/2016,19:40:00,123.163,12.29,19:36:50,6.07,0.046,0.641,19:36:50,0.552,1.033,0.83,0.57,123.163,12.29,19:36:50,6.07,0.046,0.641,19:36:50,0.552,1.033,0.83,0.57,123.163,12.29,19:36:50,6.07,0.046,0.641,19:36:50,0.552,1.033,0.83,0.57,6.07,0.046,0.641,19:36:50,0.552,0,0.009,0.069,0.046,0.124,1
15899,7/25/2016,19:45:00,122.854,12.16,19:44:13,6.59,0.043,0.638,19:44:13,0.518,1.077,0.85,0.551,122.854,12.16,19:44:13,6.59,0.043,0.638,19:44:13,0.518,1.077,0.85,0.551,122.854,12.16,19:44:13,6.59,0.043,0.638,19:44:13,0.518,1.077,0.85,0.551,6.59,0.043,0.638,19:44:13,0.518,0,0.005,0.074,0.043,0.122,1
15900,7/25/2016,19:50:00,123.234,12.34,19:47:43,6.61,0.043,0.646,19:47:43,0.52,1.084,0.85,0.555,123.234,12.34,19:47:43,6.61,0.043,0.646,19:47:43,0.52,1.084,0.85,0.555,123.234,12.34,19:47:43,6.61,0.043,0.646,19:47:43,0.52,1.084,0.85,0.555,6.61,0.043,0.646,19:47:43,0.52,0,0.005,0.075,0.043,0.123,1
15901,7/25/2016,19:55:00,123.238,12.2,19:53:32,6.75,0.043,0.64,19:53:32,0.516,1.098,0.86,0.551,123.238,12.2,19:53:32,6.75,0.043,0.64,19:53:32,0.516,1.098,0.86,0.551,123.238,12.2,19:53:32,6.75,0.043,0.64,19:53:32,0.516,1.098,0.86,0.551,6.75,0.043,0.64,19:53:32,0.516,0,0.004,0.076,0.043,0.123,1
15902,7/25/2016,20:00:00,123.18,12.22,19:56:00,6.73,0.043,0.644,19:56:00,0.516,1.096,0.86,0.55,123.18,12.22,19:56:00,6.73,0.043,0.644,19:56:00,0.516,1.096,0.86,0.55,123.18,12.22,19:56:00,6.73,0.043,0.644,19:56:00,0.516,1.096,0.86,0.55,6.73,0.043,0.644,19:56:00,0.516,0,0.004,0.076,0.043,0.123,1
15903,7/25/2016,20:05:00,123.288,12.2,20:00:26,6.67,0.043,0.637,20:00:26,0.516,1.091,0.85,0.554,123.288,12.2,20:00:26,6.67,0.043,0.637,20:00:26,0.516,1.091,0.85,0.554,123.288,12.2,20:00:26,6.67,0.043,0.637,20:00:26,0.516,1.091,0.85,0.554,6.67,0.043,0.637,20:00:26,0.516,0,0.004,0.075,0.043,0.122,1
15904,7/25/2016,20:10:00,123.473,12.24,20:07:56,6.62,0.044,0.642,20:07:56,0.524,1.088,0.85,0.559,123.473,12.24,20:07:56,6.62,0.044,0.642,20:07:56,0.524,1.088,0.85,0.559,123.473,12.24,20:07:56,6.62,0.044,0.642,20:07:56,0.524,1.088,0.85,0.559,6.62,0.044,0.642,20:07:56,0.524,0,0.005,0.075,0.044,0.124,1
15905,7/25/2016,20:15:00,123.351,12.29,20:10:26,6.08,0.046,0.642,20:10:26,0.552,1.035,0.82,0.573,123.351,12.29,20:10:26,6.08,0.046,0.642,20:10:26,0.552,1.035,0.82,0.573,123.351,12.29,20:10:26,6.08,0.046,0.642,20:10:26,0.552,1.035,0.82,0.573,6.08,0.046,0.642,20:10:26,0.552,0,0.009,0.069,0.046,0.124,1
15906,7/25/2016,20:20:00,123.43,12.21,20:17:26,5.6,0.048,0.648,20:17:26,0.581,0.99,0.8,0.588,123.43,12.21,20:17:26,5.6,0.048,0.648,20:17:26,0.581,0.99,0.8,0.588,123.43,12.21,20:17:26,5.6,0.048,0.648,20:17:26,0.581,0.99,0.8,0.588,5.6,0.048,0.648,20:17:26,0.581,0,0.013,0.064,0.048,0.125,1
15907,7/25/2016,20:25:00,123.602,12.2,20:24:55,6.27,0.045,0.648,20:24:55,0.543,1.057,0.83,0.571,123.602,12.2,20:24:55,6.27,0.045,0.648,20:24:55,0.543,1.057,0.83,0.571,123.602,12.2,20:24:55,6.27,0.045,0.648,20:24:55,0.543,1.057,0.83,0.571,6.27,0.045,0.648,20:24:55,0.543,0,0.008,0.072,0.045,0.125,1
15908,7/25/2016,20:30:00,123.726,12.27,20:28:53,6.51,0.044,0.648,20:28:53,0.532,1.081,0.84,0.565,123.726,12.27,20:28:53,6.51,0.044,0.648,20:28:53,0.532,1.081,0.84,0.565,123.726,12.27,20:28:53,6.51,0.044,0.648,20:28:53,0.532,1.081,0.84,0.565,6.51,0.044,0.648,20:28:53,0.532,0,0.006,0.074,0.044,0.124,1
15909,7/25/2016,20:35:00,123.612,12.23,20:30:26,6.72,0.043,0.647,20:30:26,0.521,1.099,0.85,0.557,123.612,12.23,20:30:26,6.72,0.043,0.647,20:30:26,0.521,1.099,0.85,0.557,123.612,12.23,20:30:26,6.72,0.043,0.647,20:30:26,0.521,1.099,0.85,0.557,6.72,0.043,0.647,20:30:26,0.521,0,0.004,0.076,0.043,0.123,1
15910,7/25/2016,20:40:00,123.386,12.24,20:35:06,6.74,0.043,0.644,20:35:06,0.519,1.099,0.86,0.554,123.386,12.24,20:35:06,6.74,0.043,0.644,20:35:06,0.519,1.099,0.86,0.554,123.386,12.24,20:35:06,6.74,0.043,0.644,20:35:06,0.519,1.099,0.86,0.554,6.74,0.043,0.644,20:35:06,0.519,0,0.004,0.076,0.043,0.123,1
15911,7/25/2016,20:45:00,123.284,12.23,20:44:39,6.72,0.043,0.641,20:44:39,0.517,1.096,0.86,0.553,123.284,12.23,20:44:39,6.72,0.043,0.641,20:44:39,0.517,1.096,0.86,0.553,123.284,12.23,20:44:39,6.72,0.043,0.641,20:44:39,0.517,1.096,0.86,0.553,6.72,0.043,0.641,20:44:39,0.517,0,0.004,0.076,0.043,0.123,1
15912,7/25/2016,20:50:00,123.267,12.23,20:49:56,6.76,0.043,0.645,20:49:56,0.517,1.1,0.86,0.551,123.267,12.23,20:49:56,6.76,0.043,0.645,20:49:56,0.517,1.1,0.86,0.551,123.267,12.23,20:49:56,6.76,0.043,0.645,20:49:56,0.517,1.1,0.86,0.551,6.76,0.043,0.645,20:49:56,0.517,0,0.004,0.077,0.043,0.124,1
15913,7/25/2016,20:55:00,123.272,12.23,20:52:56,6.6,0.044,0.643,20:52:56,0.525,1.084,0.85,0.556,123.272,12.23,20:52:56,6.6,0.044,0.643,20:52:56,0.525,1.084,0.85,0.556,123.272,12.23,20:52:56,6.6,0.044,0.643,20:52:56,0.525,1.084,0.85,0.556,6.6,0.044,0.643,20:52:56,0.525,0,0.005,0.075,0.044,0.124,1
15914,7/25/2016,21:00:00,123.441,12.26,20:59:04,5.96,0.047,0.658,20:59:04,0.566,1.026,0.82,0.577,123.441,12.26,20:59:04,5.96,0.047,0.658,20:59:04,0.566,1.026,0.82,0.577,123.441,12.26,20:59:04,5.96,0.047,0.658,20:59:04,0.566,1.026,0.82,0.577,5.96,0.047,0.658,20:59:04,0.566,0,0.01,0.068,0.047,0.125,1
15915,7/25/2016,21:05:00,123.93,12.28,21:04:50,5.71,0.049,0.686,21:04:50,0.585,1.007,0.8,0.591,123.93,12.28,21:04:50,5.71,0.049,0.686,21:04:50,0.585,1.007,0.8,0.591,123.93,12.28,21:04:50,5.71,0.049,0.686,21:04:50,0.585,1.007,0.8,0.591,5.71,0.049,0.686,21:04:50,0.585,0,0.012,0.066,0.049,0.127,1
15916,7/25/2016,21:10:00,124.124,12.33,21:09:56,6.56,0.045,0.653,21:09:56,0.537,1.091,0.85,0.567,124.124,12.33,21:09:56,6.56,0.045,0.653,21:09:56,0.537,1.091,0.85,0.567,124.124,12.33,21:09:56,6.56,0.045,0.653,21:09:56,0.537,1.091,0.85,0.567,6.56,0.045,0.653,21:09:56,0.537,0,0.006,0.075,0.045,0.126,1
15917,7/25/2016,21:15:00,124.109,12.29,21:10:43,6.7,0.044,1.384,21:10:43,0.532,1.105,0.85,0.564,124.109,12.29,21:10:43,6.7,0.044,1.384,21:10:43,0.532,1.105,0.85,0.564,124.109,12.29,21:10:43,6.7,0.044,1.384,21:10:43,0.532,1.105,0.85,0.564,6.7,0.044,1.384,21:10:43,0.532,0,0.005,0.076,0.044,0.125,1
15918,7/25/2016,21:20:00,124.096,12.28,21:16:23,6.73,0.044,1.137,21:16:23,0.528,1.107,0.85,0.562,124.096,12.28,21:16:23,6.73,0.044,1.137,21:16:23,0.528,1.107,0.85,0.562,124.096,12.28,21:16:23,6.73,0.044,1.137,21:16:23,0.528,1.107,0.85,0.562,6.73,0.044,1.137,21:16:23,0.528,0,0.005,0.077,0.044,0.126,1
15919,7/25/2016,21:25:00,124.209,12.31,21:22:03,6.79,0.044,0.797,21:22:03,0.527,1.115,0.86,0.562,124.209,12.31,21:22:03,6.79,0.044,0.797,21:22:03,0.527,1.115,0.86,0.562,124.209,12.31,21:22:03,6.79,0.044,0.797,21:22:03,0.527,1.115,0.86,0.562,6.79,0.044,0.797,21:22:03,0.527,0,0.004,0.077,0.044,0.125,1
15920,7/25/2016,21:30:00,123.847,12.29,21:27:49,6.61,0.044,0.715,21:27:49,0.531,1.092,0.85,0.563,123.847,12.29,21:27:49,6.61,0.044,0.715,21:27:49,0.531,1.092,0.85,0.563,123.847,12.29,21:27:49,6.61,0.044,0.715,21:27:49,0.531,1.092,0.85,0.563,6.61,0.044,0.715,21:27:49,0.531,0,0.005,0.075,0.044,0.124,1
15921,7/25/2016,21:35:00,123.246,12.23,21:32:19,6.41,0.045,0.647,21:32:19,0.539,1.067,0.84,0.561,123.246,12.23,21:32:19,6.41,0.045,0.647,21:32:19,0.539,1.067,0.84,0.561,123.246,12.23,21:32:19,6.41,0.045,0.647,21:32:19,0.539,1.067,0.84,0.561,6.41,0.045,0.647,21:32:19,0.539,0,0.007,0.073,0.045,0.125,1
15922,7/25/2016,21:40:00,123.387,12.24,21:35:46,5.78,0.048,0.65,21:35:46,0.576,1.008,0.81,0.582,123.387,12.24,21:35:46,5.78,0.048,0.65,21:35:46,0.576,1.008,0.81,0.582,123.387,12.24,21:35:46,5.78,0.048,0.65,21:35:46,0.576,1.008,0.81,0.582,5.78,0.048,0.65,21:35:46,0.576,0,0.012,0.066,0.048,0.126,1
15923,7/25/2016,21:45:00,123.464,12.21,21:41:49,6.01,0.047,0.651,21:41:49,0.565,1.03,0.82,0.576,123.464,12.21,21:41:49,6.01,0.047,0.651,21:41:49,0.565,1.03,0.82,0.576,123.464,12.21,21:41:49,6.01,0.047,0.651,21:41:49,0.565,1.03,0.82,0.576,6.01,0.047,0.651,21:41:49,0.565,0,0.01,0.069,0.047,0.126,1
15924,7/25/2016,21:50:00,123.768,12.4,21:45:07,6.57,0.045,0.681,21:45:07,0.536,1.088,0.85,0.563,123.768,12.4,21:45:07,6.57,0.045,0.681,21:45:07,0.536,1.088,0.85,0.563,123.768,12.4,21:45:07,6.57,0.045,0.681,21:45:07,0.536,1.088,0.85,0.563,6.57,0.045,0.681,21:45:07,0.536,0,0.006,0.075,0.045,0.126,1
15925,7/25/2016,21:55:00,123.792,12.26,21:50:41,6.71,0.043,0.858,21:50:41,0.521,1.1,0.85,0.558,123.792,12.26,21:50:41,6.71,0.043,0.858,21:50:41,0.521,1.1,0.85,0.558,123.792,12.26,21:50:41,6.71,0.043,0.858,21:50:41,0.521,1.1,0.85,0.558,6.71,0.043,0.858,21:50:41,0.521,0,0.005,0.076,0.043,0.124,1
15926,7/25/2016,22:00:00,123.789,12.26,21:56:25,6.59,0.044,1.417,21:56:25,0.53,1.089,0.85,0.561,123.789,12.26,21:56:25,6.59,0.044,1.417,21:56:25,0.53,1.089,0.85,0.561,123.789,12.26,21:56:25,6.59,0.044,1.417,21:56:25,0.53,1.089,0.85,0.561,6.59,0.044,1.417,21:56:25,0.53,0,0.006,0.075,0.044,0.125,1
15927,7/25/2016,22:05:00,123.73,12.27,22:02:01,6.69,0.044,0.842,22:02:01,0.528,1.099,0.85,0.558,123.73,12.27,22:02:01,6.69,0.044,0.842,22:02:01,0.528,1.099,0.85,0.558,123.73,12.27,22:02:01,6.69,0.044,0.842,22:02:01,0.528,1.099,0.85,0.558,6.69,0.044,0.842,22:02:01,0.528,0,0.005,0.076,0.044,0.125,1
15928,7/25/2016,22:10:00,123.491,12.26,22:07:52,6.47,0.045,0.84,22:07:52,0.54,1.076,0.84,0.562,123.491,12.26,22:07:52,6.47,0.045,0.84,22:07:52,0.54,1.076,0.84,0.562,123.491,12.26,22:07:52,6.47,0.045,0.84,22:07:52,0.54,1.076,0.84,0.562,6.47,0.045,0.84,22:07:52,0.54,0,0.006,0.074,0.045,0.125,1
15929,7/25/2016,22:15:00,123.685,12.26,22:12:08,6.67,0.044,0.66,22:12:08,0.53,1.096,0.85,0.558,123.685,12.26,22:12:08,6.67,0.044,0.66,22:12:08,0.53,1.096,0.85,0.558,123.685,12.26,22:12:08,6.67,0.044,0.66,22:12:08,0.53,1.096,0.85,0.558,6.67,0.044,0.66,22:12:08,0.53,0,0.005,0.076,0.044,0.125,1
15930,7/25/2016,22:20:00,123.845,12.29,22:18:36,5.68,0.049,0.653,22:18:36,0.587,1.003,0.8,0.59,123.845,12.29,22:18:36,5.68,0.049,0.653,22:18:36,0.587,1.003,0.8,0.59,123.845,12.29,22:18:36,5.68,0.049,0.653,22:18:36,0.587,1.003,0.8,0.59,5.68,0.049,0.653,22:18:36,0.587,0,0.013,0.066,0.049,0.128,1
15931,7/25/2016,22:25:00,123.871,12.26,22:21:38,5.76,0.049,0.655,22:21:38,0.582,1.012,0.8,0.589,123.871,12.26,22:21:38,5.76,0.049,0.655,22:21:38,0.582,1.012,0.8,0.589,123.871,12.26,22:21:38,5.76,0.049,0.655,22:21:38,0.582,1.012,0.8,0.589,5.76,0.049,0.655,22:21:38,0.582,0,0.012,0.066,0.049,0.127,1
15932,7/25/2016,22:30:00,123.933,12.66,22:28:12,6.73,0.044,0.655,22:28:12,0.53,1.106,0.85,0.56,123.933,12.66,22:28:12,6.73,0.044,0.655,22:28:12,0.53,1.106,0.85,0.56,123.933,12.66,22:28:12,6.73,0.044,0.655,22:28:12,0.53,1.106,0.85,0.56,6.73,0.044,0.655,22:28:12,0.53,0,0.005,0.077,0.044,0.126,1
15933,7/25/2016,22:35:00,124.009,12.3,22:30:27,6.7,0.044,0.688,22:30:27,0.532,1.104,0.85,0.561,124.009,12.3,22:30:27,6.7,0.044,0.688,22:30:27,0.532,1.104,0.85,0.561,124.009,12.3,22:30:27,6.7,0.044,0.688,22:30:27,0.532,1.104,0.85,0.561,6.7,0.044,0.688,22:30:27,0.532,0,0.005,0.076,0.044,0.125,1
15934,7/25/2016,22:40:00,124.111,12.31,22:36:00,6.74,0.044,1.122,22:36:00,0.532,1.109,0.85,0.561,124.111,12.31,22:36:00,6.74,0.044,1.122,22:36:00,0.532,1.109,0.85,0.561,124.111,12.31,22:36:00,6.74,0.044,1.122,22:36:00,0.532,1.109,0.85,0.561,6.74,0.044,1.122,22:36:00,0.532,0,0.005,0.077,0.044,0.126,1
15935,7/25/2016,22:45:00,124.206,12.38,22:41:50,6.82,0.044,1.336,22:41:50,0.528,1.118,0.86,0.561,124.206,12.38,22:41:50,6.82,0.044,1.336,22:41:50,0.528,1.118,0.86,0.561,124.206,12.38,22:41:50,6.82,0.044,1.336,22:41:50,0.528,1.118,0.86,0.561,6.82,0.044,1.336,22:41:50,0.528,0,0.004,0.078,0.044,0.126,1
15936,7/25/2016,22:50:00,123.596,12.28,22:47:34,6.58,0.044,0.873,22:47:34,0.533,1.087,0.85,0.56,123.596,12.28,22:47:34,6.58,0.044,0.873,22:47:34,0.533,1.087,0.85,0.56,123.596,12.28,22:47:34,6.58,0.044,0.873,22:47:34,0.533,1.087,0.85,0.56,6.58,0.044,0.873,22:47:34,0.533,0,0.006,0.075,0.044,0.125,1
15937,7/25/2016,22:55:00,122.854,12.24,22:53:10,6.67,0.044,0.773,22:53:10,0.522,1.087,0.86,0.547,122.854,12.24,22:53:10,6.67,0.044,0.773,22:53:10,0.522,1.087,0.86,0.547,122.854,12.24,22:53:10,6.67,0.044,0.773,22:53:10,0.522,1.087,0.86,0.547,6.67,0.044,0.773,22:53:10,0.522,0,0.004,0.075,0.044,0.123,1
15938,7/25/2016,23:00:00,121.701,12.08,22:55:12,5.81,0.046,0.636,22:55:12,0.553,0.991,0.82,0.559,121.701,12.08,22:55:12,5.81,0.046,0.636,22:55:12,0.553,0.991,0.82,0.559,121.701,12.08,22:55:12,5.81,0.046,0.636,22:55:12,0.553,0.991,0.82,0.559,5.81,0.046,0.636,22:55:12,0.553,0,0.01,0.066,0.046,0.122,1
15939,7/25/2016,23:05:00,121.873,12.1,23:02:12,5.64,0.047,0.629,23:02:12,0.563,0.976,0.81,0.567,121.873,12.1,23:02:12,5.64,0.047,0.629,23:02:12,0.563,0.976,0.81,0.567,121.873,12.1,23:02:12,5.64,0.047,0.629,23:02:12,0.563,0.976,0.81,0.567,5.64,0.047,0.629,23:02:12,0.563,0,0.011,0.064,0.047,0.122,1
15940,7/25/2016,23:10:00,121.954,12.1,23:09:29,6.57,0.043,0.63,23:09:29,0.513,1.066,0.85,0.54,121.954,12.1,23:09:29,6.57,0.043,0.63,23:09:29,0.513,1.066,0.85,0.54,121.954,12.1,23:09:29,6.57,0.043,0.63,23:09:29,0.513,1.066,0.85,0.54,6.57,0.043,0.63,23:09:29,0.513,0,0.005,0.074,0.043,0.122,1
15941,7/25/2016,23:15:00,121.931,12.12,23:10:35,6.69,0.042,0.663,23:10:35,0.509,1.077,0.86,0.536,121.931,12.12,23:10:35,6.69,0.042,0.663,23:10:35,0.509,1.077,0.86,0.536,121.931,12.12,23:10:35,6.69,0.042,0.663,23:10:35,0.509,1.077,0.86,0.536,6.69,0.042,0.663,23:10:35,0.509,0,0.004,0.075,0.042,0.121,1
15942,7/25/2016,23:20:00,122.047,12.14,23:16:15,6.61,0.043,1.1,23:16:15,0.511,1.071,0.86,0.54,122.047,12.14,23:16:15,6.61,0.043,1.1,23:16:15,0.511,1.071,0.86,0.54,122.047,12.14,23:16:15,6.61,0.043,1.1,23:16:15,0.511,1.071,0.86,0.54,6.61,0.043,1.1,23:16:15,0.511,0,0.004,0.074,0.043,0.121,1
15943,7/25/2016,23:25:00,122.184,12.15,23:21:57,6.86,0.042,1.364,23:21:57,0.503,1.097,0.87,0.535,122.184,12.15,23:21:57,6.86,0.042,1.364,23:21:57,0.503,1.097,0.87,0.535,122.184,12.15,23:21:57,6.86,0.042,1.364,23:21:57,0.503,1.097,0.87,0.535,6.86,0.042,1.364,23:21:57,0.503,0,0.003,0.077,0.042,0.122,1
15944,7/25/2016,23:30:00,122.061,12.13,23:27:40,6.76,0.042,1.108,23:27:40,0.504,1.085,0.86,0.535,122.061,12.13,23:27:40,6.76,0.042,1.108,23:27:40,0.504,1.085,0.86,0.535,122.061,12.13,23:27:40,6.76,0.042,1.108,23:27:40,0.504,1.085,0.86,0.535,6.76,0.042,1.108,23:27:40,0.504,0,0.003,0.076,0.042,0.121,1
